Date,Value
2024-10-30,100000.0
2024-10-31,101214.36945155013
2024-11-01,99779.66245024286
2024-11-04,99849.89521005422
2024-11-05,99085.52466227797
2024-11-06,100968.64243440352
2024-11-07,103818.85207144843
2024-11-08,104076.02615631875
2024-11-11,103993.56328852326
2024-11-12,99887.07340412376
2024-11-13,98404.12400788552
2024-11-14,97548.3411568036
2024-11-15,96678.69615569484
2024-11-18,94556.47439259972
2024-11-19,94907.99090579219
2024-11-20,94827.57813452213
2024-11-21,94711.20761779053
2024-11-22,96084.9235602058
2024-11-25,97600.49485425244
2024-11-26,98065.42099320525
2024-11-27,98716.74944821224
2024-11-29,97690.49733137623
2024-12-02,98289.41245386424
2024-12-03,98894.35838511778
2024-12-04,99146.75476978443
2024-12-05,99165.19560746689
2024-12-06,98913.12959724556
2024-12-09,101152.43753852538
2024-12-10,100429.76877953013
2024-12-11,98972.31161875349
2024-12-12,101317.03561105969
2024-12-13,100362.73952714278
2024-12-16,110278.38761246469
2024-12-17,115661.69968316988
2024-12-18,113769.33712984875
2024-12-19,108504.87244674796
2024-12-20,107397.04119317194
2024-12-23,109029.59908725097
2024-12-24,112156.95166365133
2024-12-26,114424.12631334935
2024-12-27,115587.72689815432
2024-12-30,114283.48700870472
2024-12-31,111447.8556721757
2025-01-02,110954.52274809028
2025-01-03,111285.15690105835
2025-01-06,112135.02422082715
2025-01-07,112529.14249737465
2025-01-08,110910.87256740435
2025-01-10,110952.6901096032
2025-01-13,108515.377412117
2025-01-14,109389.92962244885
2025-01-15,109394.62661258524
2025-01-16,110529.08273479459
2025-01-17,111255.64673817123
2025-01-21,112637.2432666556
2025-01-22,113887.40983653702
2025-01-23,113666.62952547704
2025-01-24,114309.62760089088
2025-01-27,114782.33173086582
2025-01-28,107780.58725417318
2025-01-29,108330.12979400804
2025-01-30,108153.55765814777
2025-01-31,109912.42041868652
2025-02-03,112226.17751685354
2025-02-04,112534.10303258956
2025-02-05,113415.46167797217
2025-02-06,116009.74695629018
2025-02-07,116027.93951044335
2025-02-10,114127.08908463897
2025-02-11,115660.73427997403
2025-02-12,115881.98097151368
2025-02-13,116039.04398696125
2025-02-14,116270.73219995025
2025-02-18,115762.59167416766
2025-02-19,115624.55369704397
2025-02-20,115678.16058549118
2025-02-21,115370.58881828959
2025-02-24,113398.52388542087
2025-02-25,111795.45713213098
2025-02-26,110842.87051686455
2025-02-27,112610.09131924974
2025-02-28,109870.20132673287
2025-03-03,111610.50159352872
2025-03-04,109323.78485744096
2025-03-05,107653.90967007336
2025-03-06,109369.44692238161
2025-03-07,106247.51788717844
2025-03-10,109684.59269929804
2025-03-11,107105.30120228643
2025-03-12,106963.05175950941
2025-03-13,107670.22559248171
2025-03-14,106499.32190530901
2025-03-17,108163.75164186722
2025-03-18,108520.80135850323
2025-03-19,107034.22224197364
2025-03-20,108696.49221141389
2025-03-21,107760.99974349543
2025-03-24,107625.55805252808
2025-03-25,108083.55617623926
2025-03-26,106238.71798381265
2025-03-27,104356.19853298787
2025-03-28,103049.38944748542
2025-03-31,101751.85751537001
2025-04-01,102280.1477885555
2025-04-02,102263.22014242662
2025-04-03,103385.50536239904
2025-04-04,96280.29560390073
2025-04-07,90683.53688872699
2025-04-08,92378.76145594219
2025-04-09,91017.79409345145
2025-04-10,101617.36794803756
2025-04-11,96442.20780395494
2025-04-14,99293.72310879201
2025-04-15,99401.97738655694
2025-04-16,99552.79702205237
2025-04-17,97310.29850904134
2025-04-21,96661.4603288091
2025-04-22,94159.38751658528
2025-04-23,96478.67674619815
2025-04-24,99294.68072158955
2025-04-25,103083.25099631638
2025-04-28,104767.19320063484
2025-04-29,105648.369640231
2025-04-30,105753.53376713213
2025-05-01,106341.82877828409
2025-05-02,107403.92208932198
2025-05-05,110415.40889192908
2025-05-06,109428.7404880141
2025-05-07,107853.27385233491
2025-05-08,109252.54135517759
2025-05-09,110150.03826612719
2025-05-12,110092.72693756103
2025-05-13,115288.06273232083
2025-05-14,117813.62282036053
2025-05-15,116095.69371973895
2025-05-16,116993.68941797843
2025-05-19,116550.82139453905
2025-05-20,117277.86490991226
2025-05-21,117150.30075313101
2025-05-22,115357.93395003752
2025-05-23,115697.40915962316
2025-05-27,115161.6891839477
2025-05-28,117960.47897472524
2025-05-29,118376.48165395355
2025-05-30,119485.84430355312
2025-06-02,119592.03663910863
2025-06-03,121382.14914033732
2025-06-04,123544.9219685303
2025-06-05,124463.97689284287
2025-06-06,124130.77703251004
2025-06-09,121904.55146257233
2025-06-10,121067.29992147781
2025-06-11,121084.01176830212
2025-06-12,123322.06913175689
2025-06-13,124183.24606032373
2025-06-16,121327.84421166615
2025-06-17,122670.47560295265
2025-06-18,120995.5340251406
2025-06-20,121712.35004996083
2025-06-23,121728.91875415128
2025-06-24,122613.63796403338
2025-06-25,126074.824058908
2025-06-26,126182.01210155859
2025-06-27,128026.30279983098
2025-06-30,125595.0945745243
2025-07-01,127708.71868977667
2025-07-02,126880.78149764038
2025-07-03,128143.38100149462
2025-07-07,129156.01269301728
2025-07-08,128140.80377587612
2025-07-09,127707.04429893449
2025-07-10,129059.28782622157
2025-07-11,129979.85774741709
2025-07-14,128754.70985894444
2025-07-15,128981.47622466086
2025-07-16,128423.73506471477
2025-07-17,129334.12607377168
2025-07-18,130749.1913859914
2025-07-21,129232.43407430642
2025-07-22,128914.07420849992
2025-07-23,127848.00949812183
2025-07-24,129907.93975615811
2025-07-25,130628.9002334647
2025-07-28,131063.5545838237
2025-07-29,131314.9951943984
2025-07-30,132214.66762708197
2025-07-31,132457.61889833602
2025-08-01,130275.59279584876
2025-08-04,129977.49101099165
2025-08-05,132523.42676307997
2025-08-06,131687.0943647506
2025-08-07,132822.16442480774
2025-08-08,133489.18567245235
2025-08-11,133789.9302852806
2025-08-12,133473.17509565738
2025-08-13,135757.55387969775
2025-08-14,135933.96072547356
2025-08-15,137022.6077015162
2025-08-18,136338.9304899455
2025-08-19,136365.4238869961
2025-08-20,134333.670281014
2025-08-21,134484.17772662645
2025-08-22,134144.26552239817
2025-08-25,136153.29573938937
2025-08-26,135195.57733476703
2025-08-27,136349.34161329258
2025-08-28,136900.981387265
2025-08-29,138763.8688712555
2025-09-02,137300.86959441996
2025-09-03,137638.6991579061
2025-09-04,137923.6175376003
2025-09-05,139343.95757370014
2025-09-08,144389.39970846867
2025-09-09,145785.44065305323
2025-09-10,144122.51875076923
2025-09-11,150258.37819155672
2025-09-12,150689.24270969172
2025-09-15,150019.95253191097
2025-09-16,150744.15715133463
2025-09-17,149671.9675728478
2025-09-18,148812.68928513525
2025-09-19,149388.37241167505
2025-09-22,149396.65771439386
2025-09-23,148416.35216183146
2025-09-24,148472.03545735186
2025-09-25,147944.8405769384
2025-09-26,146889.1371794831
2025-09-29,147087.35134343687
2025-09-30,146421.61059764423
2025-10-01,147732.4507616606
2025-10-02,150570.537431637
2025-10-03,150263.06701863167
2025-10-06,149994.0275325344
2025-10-07,148812.12827020726
2025-10-08,149082.6824601233
2025-10-09,150308.4718739154
2025-10-10,150221.99144092324
2025-10-13,145576.82596831652
2025-10-14,152224.76022073242
2025-10-15,150703.10838222288
2025-10-16,151616.23111689292
2025-10-17,151618.56495072742
2025-10-20,152837.85353117366
2025-10-21,153700.40429387082
2025-10-22,152739.38709455237
2025-10-23,151422.6848348878
2025-10-24,152276.47574877483
2025-10-27,154231.7110566911
2025-10-28,156098.22689577346
2025-10-29,157869.9167870538
